Cell	Cbfa2t3h	Cdh1	Cdh5	Egfl7	Eif2b1	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	HbbbH1	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Itga2b	Kdr	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mrpl19	Myb	Nfe2	Notch1	Pecam1	Polr2a	Procr	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3	Ubc
HFB10_071	-4,945646035	-14	2,016155115	-1,004639845	0,652691315	-4,920378125	-0,901041335	1,267793745	-2,623927435	-2,468296365	3,516779505	0,432426295	-0,463477385	-14	-14	-14	-14	-3,364030805	-14	-3,658214105	-14	-14	-14	1,661017425	-0,415861005	-2,967773855	-3,407840135	-2,577932595	-14	-14	-14	-1,498529235	-14	-14	-4,139032615	-0,599238815	-0,777325285	-14	-4,443657535	-14	-14	-2,073365615	-0,013607985	-14	-5,153037265	1,623163205
HFB10_072	-1,827951398	-14	1,819084033	0,439164062	0,424829072	-14	-0,603807228	1,506426393	-0,841200058	-1,109581588	4,231438263	1,476904573	-0,411202638	-14	-14	-14	-14	-0,407349888	-14	-2,010880508	-14	-4,921060688	-3,848419968	2,048584653	-0,705716138	-0,184088038	-14	0,444948642	-14	-4,308333138	-14	-1,370196058	-14	-14	-5,124202558	-1,094004128	-1,205161548	-14	-2,401945198	-14	-2,556659838	-0,738582618	1,422114083	-6,641452788	-14	2,150528533
HFB10_073	-2,034529035	-14	3,384843665	-0,350488915	0,433627645	-1,947691815	-1,934967335	2,209983235	-3,829268355	-1,608298165	2,405255075	-1,652673415	-1,857604315	-14	-2,937925695	-2,408059775	-4,780626505	-2,328728205	-14	-3,493541245	-14	-3,897074655	-1,119105335	-0,068872905	-1,302046105	-1,883609215	-5,143119005	0,792918265	-4,321885735	-3,259439975	-14	-1,848904445	-2,874730245	-3,995782055	-5,991150145	-0,221324035	-0,953739805	-1,104907835	0,364183155	-2,149354645	-14	-0,670769505	-0,166755595	-14	-14	2,369016605
HFB10_074	-3,581004538	-14	0,964363472	-0,338140128	-0,064716148	-5,177375448	-1,913281128	1,014825333	-5,157762228	-3,501359548	2,157686493	0,117548162	-0,519971598	-14	-14	-4,300369478	-14	-1,133137618	-14	-2,510218558	-14	-3,184495808	-4,012808048	0,165878673	-2,015800048	-1,476311878	-5,813248878	-0,697005508	-14	-1,824439048	-14	-1,567731408	-3,790163478	-6,134579038	-6,990537748	-2,163926988	-0,468716418	-14	-0,867507338	-5,210330468	-14	-2,231952968	-0,037014298	-7,837210878	-14	2,101163973
HFB10_076	-4,588183058	-14	2,140340983	-0,708890417	0,124450033	-4,298720688	-1,279009288	1,589745943	-4,145193458	-3,438671828	2,830445893	-0,150621978	-1,171846998	-14	-14	-4,487585918	-4,023042358	-2,423748528	-14	-14	-14	-14	-5,395162998	1,694281983	-1,498376158	-1,340619118	-4,950444078	-0,105281048	-14	-1,493257358	-14	-1,043742458	-4,556472458	-14	-6,889787938	-1,433036908	-1,236911728	-14	-0,081788207	-3,657612918	-14	-1,819477538	-0,059072817	-6,592507898	-5,377845078	2,156204153
HFB10_078	-3,488888535	-14	0,357606505	-3,325831745	-0,211516755	-2,991160635	-2,489275105	0,976803615	0,331923155	-2,191036345	2,828814385	-1,105689595	-1,620273225	-14	-14	-14	-14	-0,775420385	-14	-3,775486305	-14	-14	-14	1,733606325	-4,034026705	-0,786172965	-4,022971295	-3,209947805	-14	-0,417642245	-14	-1,050955525	-14	-14	-5,295309375	-0,636228225	-1,203106435	-3,492827315	-6,097025285	-4,376377145	-14	-1,274987025	0,702338805	-4,823821975	-4,410375715	2,465578715
HFB10_079	-5,006613113	-14	3,712100058	-0,137412642	0,295160118	-1,168640193	-0,870697813	2,507968368	-14	-3,339825453	2,697330698	-0,432570302	-1,791471163	-14	-14	-14	-14	-0,816868913	-14	-4,165779583	-14	-14	-2,758205763	1,182948648	-0,767604793	-3,027978843	-14	0,160886317	-14	-3,516526583	-14	-1,700486373	-4,055660773	-5,777813013	-6,326206403	-0,389883223	-0,866701132	-14	-1,536727133	-3,164661773	-14	-3,072712863	-0,424185023	-14	-14	2,272027388
HFB10_080	-14	-14	-14	-3,628975483	-0,301334553	-14	-2,818232623	-1,110421683	1,716267288	-2,452341013	-14	1,298531148	-0,516916203	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	1,317749378	-3,603544473	-0,432363633	-14	-14	-14	0,430578967	-14	-1,388783683	-3,561839453	-14	-8,386471963	-3,709020613	-0,225082803	-14	-14	-14	-14	-14	-0,476246893	-6,615395253	-4,376081343	1,915201038
HFB10_081	-14	-14	0,890479718	0,188458228	0,267904247	-14	-3,146877513	-0,012403962	-0,600951263	-2,099461533	3,227143828	-1,430929243	-14	-14	-14	-14	-14	-3,100939453	-14	-14	-14	-14	-4,067701283	1,500536278	-0,769941393	-14	-14	-2,104065483	-14	-14	-14	-1,532933133	-14	-14	-4,568996573	-0,903689253	-1,913815743	-14	-14	-14	-4,228302963	-1,722006953	-0,188627673	-7,754460943	-4,225408643	3,178844628
HFB10_082	-4,088388683	-14	2,090253258	-0,865499473	0,434888877	-3,191573083	-0,673031743	1,503645398	-2,191299003	-2,439575033	2,820436038	0,094220727	-1,894594423	-14	-14	-4,772532003	-14	-3,847755663	-14	-2,336571563	-14	-14	-14	1,644614558	-3,655196563	-1,771156323	-3,923102663	-14	-4,866374023	-1,068697563	-14	-1,392875943	-4,138072653	-14	-5,578491053	-2,535945523	-1,120152633	-4,316444613	-5,482546303	-14	-14	-1,449570023	0,013555457	-7,290237073	-14	2,078139698
HFB10_084	-14	-14	-14	-4,133571955	-0,971889915	-4,794703015	-3,480740905	-0,261029075	1,215737255	-4,137295035	-14	1,241692715	-1,498195335	-14	-14	-14	-3,405814335	-3,479905965	-14	-14	-14	-14	-14	2,650922475	-3,385213715	-1,392192725	-14	-14	-14	-1,115305445	-14	-1,171588135	-3,492156935	-14	-5,141870265	-3,255257935	-0,861447125	-14	-14	-14	-14	-2,018712035	0,877127455	-5,508505435	-14	3,004925175
HFB10_086	-14	-1,494671558	-14	-14	0,886659303	-14	-14	-1,996683438	-14	-14	-14	-14	0,430257683	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-4,799694208	-4,973648458	-2,477312358	-14	-14	-14	-14	-1,833356218	-14	-3,755184828	-14	-14	-5,254234798	-14	-8,575199658	-3,732940018	3,424009273
HFB10_088	-14	-1,389287135	-14	-5,756561495	-0,246150635	-14	-14	-4,086489545	-0,358466415	-6,297842625	-4,435825005	0,074740215	0,667444285	-14	-14	-14	-3,488007435	-14	-14	-14	-14	-4,778987315	-5,628122565	-2,311672945	-2,801103125	-2,617317455	-14	-14	-14	-0,741733785	-6,513312875	-1,669321915	-2,280970065	-14	-14	-14	-0,898415755	-14	-6,530495005	-14	-14	-14	-14	-7,047694365	-5,554937115	2,813888305
HFB10_089	-4,350118445	-14	-1,076988075	-1,829505395	0,126623475	-4,747563045	-5,976854905	-2,277554825	1,166899705	-1,921154365	0,489496595	1,024773695	-0,821400775	-14	-14	-14	-14	-1,545333715	-14	-14	-14	-14	-14	2,493811325	-14	-1,876804385	-4,458551715	-3,497168055	-5,044652805	-2,388606815	-14	-2,188846225	-14	-14	-4,656362545	-14	-0,655063605	-14	-14	-14	-14	-1,448070985	1,836632065	-7,302516305	-14	2,717286355
HFB10_091	-5,244011995	-14	3,450600395	-0,584077695	-0,149902915	-3,025422595	-0,966496725	2,218525705	-3,054421785	-3,171379915	3,299916215	0,597341475	-1,370089315	-14	-2,557781625	-14	-14	-2,687307895	-14	-3,907130055	-14	-14	-3,916740455	0,959748725	-2,150715345	-1,922156325	-5,844258145	-0,228949915	-14	-2,004963115	-14	-0,931668555	-14	-14	-5,341082105	-1,000604235	-1,552713485	-14	-2,429115775	-14	-14	-1,644397545	0,532218955	-14	-14	2,634284955
HFB10_092	-5,28708729	-14	0,23391498	-2,43993619	0,28115493	-3,15179972	-2,72207365	0,8574465	-1,15556942	-2,98671559	3,23869309	0,6687604	-2,34385089	-14	-14	-14	-14	-0,82574876	-14	-14	-14	-14	-14	1,90914688	-3,98173441	-1,99090599	-3,86984152	-2,39515075	-5,03541732	-0,90393964	-7,40501178	-1,78506658	-4,25703281	-14	-5,5192264	-3,29045605	-0,62704586	-4,06081684	-4,6171451	-14	-14	-2,48990921	0,59410923	-7,13804566	-4,72052248	2,13095751
HFB10_093	-3,210091713	-14	2,491651648	-0,667471392	-0,106071992	-4,109339933	-0,805059522	1,344492868	0,542692828	-1,760658083	3,659292838	-0,009726672	-2,713916553	-14	-14	-14	-14	-1,154668383	-14	-3,782169043	-14	-14	-3,127586393	2,733145558	-2,316074733	-1,553501493	-3,860787133	-0,828537172	-14	-0,987123092	-5,514797243	-1,970152033	-14	-14	-3,959462343	-0,654753062	-0,743921013	-14	-1,801512333	-3,023997343	-14	-2,570225683	1,094399328	-4,960005853	-14	2,820145038
HFB10_094	-14	-14	2,32550533	-0,3500174	0,37218586	-2,18918916	-1,16107785	2,67542485	-1,28868187	-1,71280949	3,41622272	0,61071585	-0,26596932	-14	-3,35837642	-14	-14	-3,37883935	-14	-3,60902304	-14	-4,91178623	-4,35470119	1,69939013	-1,61408845	-1,15932965	-2,65180185	-0,69329856	-14	-4,13670668	-6,41152517	-1,80357651	-3,70825446	-14	-3,3036449	-0,52649979	-0,25840065	-1,82573017	-2,14247881	-14	-14	-0,99041614	1,20720226	-7,4962874	-14	1,6897913
HFB10_095	-3,689776045	-14	-14	-3,712499475	-0,652428215	-14	-3,053869685	-1,912227815	0,768980615	-2,521050275	1,790687535	0,839347325	-1,200151025	-14	-14	-14	-3,298979875	-0,036560735	-14	-3,794067055	-14	-14	-14	1,341169955	-3,991054875	-1,290867225	-14	-2,676464395	-14	-0,232246455	-14	-1,149653655	-14	-14	-7,576128545	-14	-0,393180975	-2,258898125	-4,973243175	-14	-4,363105555	-2,474555575	1,593676785	-3,759031785	-5,878412825	2,195262845
HFB10_096	-14	0,785069382	-14	-14	-0,115856288	-14	-6,035848468	0,681381412	-14	-5,442053858	-14	-0,630546698	0,476684912	-14	-14	-14	-14	-14	-14	-3,448594628	-14	-14	-14	-14	-3,643775038	-3,520003278	-14	-14	-14	-3,143103438	-14	-2,031376908	-14	-14	-8,033090538	-14	-0,874943838	-14	-14	-14	-1,804860898	-14	-14	-14	-4,528211648	3,022177033
HFB10_097	-14	-0,45392615	-14	-5,36314502	-0,42313117	-14	-14	-0,41087275	-14	-14	-14	-0,56981789	0,89473276	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-4,24926916	-14	-2,30167919	-5,04472522	-14	-6,67470165	-2,38313047	-14	-14	-14	-14	-0,9929503	-14	-3,69624315	-4,83282907	-14	-14	-14	-14	-4,84816341	3,79921194
HFB10_098	-4,40663918	-8,81256353	-2,52170674	-2,19836034	-0,11584851	-5,79182756	-4,7259814	-0,54310662	-0,21549424	-1,63637148	2,2749931	-0,06942019	-0,87073599	-14	-14	-14	-14	-2,65308419	-14	-14	-14	-14	-14	1,52773623	-1,57959576	-0,53443887	-6,70556758	-2,90983438	-14	-1,0229251	-14	-1,64178124	-5,0995406	-14	-6,07349239	-3,24915673	-0,59759316	-3,87364054	-4,31813329	-14	-14	-1,27707045	0,81073771	-7,10087757	-14	2,35522291
HFB10_099	-2,94183427	-14	3,85091751	0,03371434	-0,22594929	-1,897765	-1,34986698	2,22531243	-1,44562698	-2,24875697	3,83748925	0,25864979	-1,72110082	-14	-14	-14	-14	-1,68135242	-14	-3,07618544	-14	-14	-14	1,70165339	-2,05583918	-0,63874326	-7,37431321	-0,81657879	-14	-0,47282665	-14	-1,26532386	-14	-14	-5,52338404	0,03947697	-1,54897534	-2,6062251	-3,09379911	-14	-3,50830755	-2,59462153	0,51747452	-14	-5,21831454	3,04024849
HFB10_100	-14	-14	-1,20050762	-1,71313355	0,16566212	-1,9201804	-6,30986198	-2,02205828	2,46702947	-1,60258406	1,15376993	2,17692073	-0,62190093	-14	-14	-14	-14	-0,52832935	-14	-14	-14	-14	-14	2,5358361	-3,08822125	-0,03158382	-14	-14	-14	-0,72078763	-14	-2,99163148	-14	-14	-4,27373837	-5,41509832	-0,15904115	-14	-5,73366284	-14	-3,95534373	-5,25530012	1,81330925	-14	-5,2306272	2,98501051
HFB10_101	-1,770295363	-14	3,287800298	-1,412556073	0,267312868	-2,291598483	-2,764300043	0,429004418	-4,660878403	-2,186086993	1,788279728	0,040727758	-0,822702043	-14	-3,379119783	-3,359606493	-0,506205182	-1,236534533	-14	-14	-14	-3,615405043	-4,983978393	-0,242269013	-1,128031123	-2,176495253	-5,957292323	-0,372918753	-14	-1,807961103	-14	-2,301373103	-2,225177033	-5,471934873	-5,445899473	-0,566914612	-0,220714262	-0,738516263	0,080931698	-2,677497133	-14	-4,226497373	0,155611838	-8,382251083	-14	2,254774498
HFB10_102	-2,28907325	-14	0,30876776	-1,81995876	0,00668941	-14	-1,00912396	1,41689744	-2,37114274	-2,55592754	2,29071865	1,13779638	0,13078021	-4,17014764	-5,16654818	-0,40635046	-1,97299924	-1,73279298	-14	-2,3181449	-14	-1,76283603	-3,73352459	1,03167597	-3,29934323	-1,58885075	-4,05940363	-2,06844669	-14	-4,28627838	-14	-1,40479941	-0,26327392	-5,64696058	-14	-2,91292757	-0,67320505	-3,8545538	0,73086365	-4,54116717	-14	-1,57961777	-0,58150484	-6,15415054	-3,42289799	2,07131505
HFB10_103	-2,801896123	-14	1,943571888	-0,126684713	0,071798387	-14	-3,665886493	0,672805277	1,165844188	-1,650859173	2,882668108	-0,418609943	-1,545865233	-14	-14	-14	-3,223502753	-1,226886043	-14	-3,608872253	-14	-14	-14	2,522680828	-2,569501513	-0,530628883	-3,718872493	-3,559200993	-3,665904433	-0,872157153	-14	-1,375854063	-14	-14	-3,796787073	-5,160905503	-1,116317723	-14	-3,462704753	-5,708273133	-2,361959313	-1,129774953	1,293168118	-5,538959273	-14	2,420373398
HFB10_104	-3,195309885	-14	2,670967515	0,745714515	-0,509342605	-0,459903765	-0,273545345	2,399012395	-1,984797175	-2,247787065	4,327906105	0,150993105	-1,508042105	-14	-14	-5,126223415	-4,785434185	-1,873735375	-14	-1,047728985	-14	-3,201207115	-14	1,714839735	-2,167173025	-1,950250975	-14	0,509094115	-14	-1,180407945	-14	-1,073382865	-14	-5,713585555	-5,696087665	-1,216272865	-1,457184495	-4,112930935	-3,829355375	-14	-3,491129705	-1,621904925	1,010772515	-7,737523895	-14	3,039909965
HFB10_105	-3,369632348	-14	3,708489613	-0,154858217	-0,040154857	-2,976487168	-1,083827898	0,744751883	-3,835268988	-2,583326338	3,665863403	0,397419973	-0,956478238	-14	-14	-3,807879048	-14	-1,108205828	-14	-3,752188228	-14	-5,206243268	-2,154577478	2,033424223	-0,981633348	-4,255720868	-14	-0,953232018	-14	-0,920396087	-14	-1,977656978	-4,870130818	-14	-4,794315338	-0,079743217	-0,452918127	-3,223099798	-1,705178428	-5,134470898	-2,247753048	-1,073983088	-0,156799068	-7,921876618	-14	2,470729963
HFB10_106	-2,334312123	-14	2,548509478	-4,176928643	-0,114214262	-5,412936673	-6,832816703	0,688935638	-14	-1,942994013	-0,377279793	-0,469785992	-0,875740902	-4,171082743	-14	-2,045691703	-2,653568583	-2,757289213	-14	-5,763541663	-14	-1,370817523	-2,800276603	-1,151810543	-0,429647653	-2,329511543	-14	0,491392218	-14	-2,876259543	-6,956910013	-1,013195263	0,305929018	-3,366905923	-5,367673313	-1,642129583	-1,217981503	-5,715271773	0,719166868	-0,950719362	-14	-4,933887713	-1,494311283	-14	-14	2,345391028
HFB10_107	-1,969856975	-14	2,675747765	-0,683776465	-0,094293195	-2,740840975	-0,443334755	1,871502065	-0,957647155	-2,575203235	3,791914355	0,527194355	-0,970144405	-14	-14	-14	-14	-1,319306335	-14	-1,377051865	-14	-4,827285795	-3,559879435	2,287538805	-0,864289055	-1,724133605	-4,907524755	-0,797951505	-4,483278145	0,060367655	-14	-1,529783025	-14	-14	-2,076799075	-1,015089655	-1,356551475	-14	-2,740239925	-14	-2,122020845	-0,886946225	0,560920435	-4,635139915	-14	2,980627695
HFB10_108	-14	0,970269453	-14	-3,864515158	-0,520135647	-14	-5,202819678	-0,337109137	-14	-14	-14	0,797992613	-2,042616748	-14	-14	-14	-2,625586188	-14	-14	-3,104853038	-14	-14	-14	-14	-0,824486207	-3,284084198	-14	-14	-14	-14	-4,778821598	-2,174698878	-14	-14	-14	-14	-0,931140437	-14	-4,641087748	-14	-2,251813168	-14	-14	-14	-1,856259428	3,625974963
HFB10_109	-1,33120247	-14	-2,60579665	-3,10094332	0,07716499	-3,62837812	-2,19866084	-1,20012441	-3,87679475	-4,91823357	1,22516015	0,98919614	0,70692424	-14	-4,08052499	-1,25238982	-5,25066848	-2,11286666	-14	-1,46987982	-14	-2,9069636	-4,55939722	-0,01453641	-2,41899952	-1,51943587	-14	-0,99528157	-14	-4,25580534	-14	-1,53633644	0,13022956	-14	-7,21923774	-2,71386562	-0,73705614	-14	0,10861819	-14	-14	-2,60251592	-0,3717318	-4,63107715	-5,19460147	2,19622759
HFB10_110	-2,40027343	-1,24100777	0,74814286	-2,12012159	0,22658407	-5,73935463	-2,43055337	-0,08685353	-0,50926445	-2,23334083	1,64356386	-0,54141475	0,38418975	-3,96639993	-6,43785873	-3,64123482	-2,2904097	-2,15295464	-14	-3,02386667	-14	-3,02001365	-5,91110567	-0,68344901	-2,84404792	-2,300947	-5,14503724	-1,61852519	-5,94206673	-4,37629735	-14	-1,82416159	-1,64918012	-6,29563361	-9,16244602	-3,02982941	-1,21880804	-5,616246	-1,08444644	-6,30677994	-5,43178195	-2,9330168	0,18666375	-6,22198447	-6,01470308	2,81638556
HFB10_111	-4,59846441	-14	2,18929963	-5,10726951	-0,73552798	-3,80071787	-2,31337609	0,59545051	-4,75971521	-2,66358092	2,58076344	0,03054192	-0,19983545	-2,24054828	-14	-1,95159581	-14	-2,40573203	-14	-4,54643807	-14	-2,14099226	-3,57139428	-0,93408297	-2,44642186	-2,88067451	-4,36446195	-0,42366559	-14	-14	-14	-0,90063183	-0,50051989	-4,34193764	-6,64739241	-1,3974955	-0,48293139	-14	0,07638941	-2,48302392	-14	-3,77895159	-0,46566315	-7,98602536	-4,37984363	2,1190912
HFB10_112	-14	1,027284158	-14	-14	1,082067038	-14	-14	-1,959818083	-14	-14	-14	-2,195324083	2,159918098	-14	-14	-14	-0,922061872	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-2,645131563	-14	-14	-14	-14	-1,903923263	-14	-1,724586953	-14	-14	-14	-14	-14	-2,086161653	3,466987788
HFB10_113	-14	-14	-14	-1,495769478	0,428822193	-4,321610508	-2,175282208	-2,370501388	1,453459303	-1,137557328	0,459054673	0,531917213	0,419681953	-14	-14	-14	-14	-0,903155457	-14	-14	-14	-14	-4,093436508	1,809612473	-2,864295048	-1,098276378	-14	-1,525796138	-14	-0,509855827	-5,081798568	-0,425048427	-14	-14	-6,732071098	-2,426999658	-1,153619948	-3,819341728	-14	-14	-3,691979838	-3,292207988	0,029962943	-7,399883048	-14	1,149846183
HFB10_114	-5,536705315	-14	-14	-4,054071785	-0,410102015	-14	-6,058245545	-4,091536185	1,939289785	-3,210593635	-2,514410345	1,037310415	-1,570486505	-14	-14	-14	-14	-2,901358795	-14	-14	-14	-14	-14	1,280131895	-14	-2,004560805	-14	-14	-14	-0,519485505	-14	-1,216900285	-14	-14	-5,758270945	-14	-0,643063225	-14	-4,976342255	-14	-14	-6,214809615	1,022028725	-9,338209725	-3,161526605	2,270065525
HFB10_115	-3,575572783	-14	0,361322527	-1,357561843	0,051666967	-4,915233683	-1,640713563	0,088762397	0,559624337	-2,313777933	3,146696978	1,074816118	0,143665497	-14	-14	-14	-14	-0,241440343	-14	-5,529073443	-14	-5,393660533	-4,776383303	1,914068738	-3,198354203	-0,249287783	-4,941768553	-0,958962863	-14	-3,368064863	-14	-1,261088743	-14	-14	-3,747455383	-3,180278863	-0,961437083	-2,582342683	-2,846241283	-4,899415753	-14	-0,249202703	0,510768447	-4,778023933	-4,583174453	2,170858858
HFB10_117	-14	-14	-14	-1,499864793	0,157606587	-3,822667313	-1,792094893	-1,337130343	1,878559298	-1,681028623	0,471617568	1,084328228	0,572550428	-14	-14	-14	-2,910995663	-0,909236323	-14	-14	-14	-14	-14	2,072515908	-1,618949443	-0,245507363	-14	-14	-14	-1,380150933	-7,607483193	-0,556192213	-14	-14	-6,595742163	-4,242169883	-0,368055632	-14	-14	-14	-1,968636033	-2,008579853	0,720471608	-14	-4,016457053	0,766641258
HFB10_118	-4,595499478	-14	4,328836843	-0,428128508	-0,122257727	-2,489583228	-1,508458158	2,161751223	-0,552968608	-1,384992778	2,971218633	0,491049642	-2,322772498	-14	-14	-14	-14	-2,788989378	-14	-14	-14	-14	-2,660580578	2,058409823	-2,156220048	-3,286985448	-4,075611978	-0,339222548	-2,991093958	-1,209283908	-14	-1,798199628	-14	-14	-5,081047408	0,433089312	-0,885256838	-3,438253228	-0,948322087	-4,780376668	-2,593955658	-1,105936878	0,885495022	-6,020764168	-3,229350038	2,805714193
HFB10_119	-2,28729902	-14	3,91812771	-1,15797029	-0,11102319	-2,54129272	-4,57130574	1,8940868	-3,64382091	-2,42075361	1,85117889	0,88351979	-0,31716212	-3,2238493	-14	-1,78490115	0,29246375	-4,84779277	-14	-14	-14	-0,89116988	-2,23231658	0,35573702	-0,20987482	-0,90486332	-5,27889896	1,19029927	-14	-1,54945477	-6,62764726	-1,45997191	0,50834546	-2,7179321	-7,5722998	-1,04331905	-0,89883831	-14	0,83131571	-0,00974749	-14	-5,55915589	0,37391733	-9,05693414	-14	2,46983341
HFB10_120	-14	-0,427430742	-14	-5,531855773	0,231024108	-14	-14	-1,874290633	-14	-4,993223483	-14	-2,201602863	1,278000678	-14	-4,673243963	-14	-14	-14	-14	-3,952848243	-14	-14	-14	-14	-5,341816233	-3,988581273	-14	-3,646275273	-14	-14	-14	-1,101503493	-14	-14	-14	-14	-2,275741123	-14	-2,875015643	-14	-14	-5,006701443	-14	-14	-4,211798303	3,146220508
HFB10_121	-2,291839575	-14	2,673122245	-0,680923045	-0,073232465	-2,841495405	-1,098387485	0,678012305	-2,723672505	-2,599368805	4,163420955	0,047783495	-2,210019255	-14	-14	-4,186294925	-14	-2,736728565	-14	-2,365620355	-14	-3,844343675	-5,133921305	1,243622865	-2,701232355	-0,740938465	-5,469830175	-0,855897555	-14	-0,598838875	-14	-1,563657395	-3,652950405	-14	-5,634488735	-1,637838885	-0,474623875	-14	-2,782790915	-5,224091125	-3,780845195	-1,343599945	0,860297735	-8,750362525	-3,090156335	2,111513735
HFB10_122	-4,6000702	-14	3,3962268	-0,6574973	-0,07295885	-3,29672498	-1,4622506	1,94162835	-1,95098967	-2,20670829	3,62910646	-1,00229241	-1,55418999	-14	-14	-4,05312798	-14	-2,59870234	-14	-14	-14	-2,5750984	-3,45932966	1,44490648	-0,24443927	-2,99721748	-4,49660568	0,06672515	-14	-4,85992926	-14	-0,97347403	-2,71473849	-6,16294562	-6,65083374	-1,32203792	-0,98616191	-4,54615021	-1,37166994	-4,36487647	-4,93063668	-2,26530973	0,15006548	-5,90829791	-14	2,03259479
HFB10_123	-5,805472655	-14	-14	-3,862499325	-0,074694995	-14	-4,387416825	-2,568448065	1,414014225	-4,742675805	-14	1,323956945	-0,880448085	-14	-14	-14	-14	-3,858865985	-14	-14	-14	-14	-14	1,121066435	-4,078767905	-0,083488855	-14	-14	-7,111218685	-0,400697935	-14	-1,083847315	-14	-14	-5,592636745	-14	-0,250147915	-14	-14	-14	-14	-14	-0,576676345	-6,714422525	-14	1,408690225
HFB10_124	-14	-14	2,607347358	-1,969957373	0,090121877	-3,770119423	-0,965454693	1,437212428	-1,761463963	-1,914723503	3,189810228	0,847466657	-0,511381373	-14	-5,103238923	-14	-14	-6,971245953	-14	-3,628439513	-14	-14	-14	1,919033208	-0,542084863	-1,428979983	-14	-3,747981553	-14	-4,821422683	-14	-0,941424893	-14	-14	-7,257547083	-0,293123553	-0,308181703	-14	-1,873355173	-14	-4,386686293	-1,853973693	0,818389097	-7,232041523	-4,738343383	1,159484718
HFB10_125	-14	0,125438	-14	-4,26245841	-0,32212237	-14	-6,05527801	-0,00152189	-14	-4,9367259	-14	-1,24363602	0,22276745	-3,6630022	-14	-14	-14	-14	-14	-4,08820752	-14	-14	-14	-14	-5,62651482	-2,35661061	-9,0554234	-14	-14	-3,53936093	-14	-2,05202424	-4,02748009	-14	-14	-14	-1,06660594	-14	-14	-14	-0,8614593	-14	-14	-14	-14	3,44075255
HFB10_126	-3,048114678	-14	1,142965263	-1,567419558	-0,823716167	-1,688136108	-1,534169258	0,522615863	-1,803593018	-3,071173518	3,214493513	0,385546783	-0,418188387	-14	-14	-14	-14	-3,132000988	-14	-1,726029328	-14	-4,636804178	-4,784688008	1,669731503	-1,229301598	-1,330927898	-5,953226338	0,535782403	-3,139180268	-0,921499358	-14	-0,303998937	-14	-6,055986758	-5,116317948	-0,151925038	-0,706719368	-14	-2,758198528	-14	-3,100661478	-1,232255678	0,827249063	-5,704362178	-14	1,834434473
HFB10_127	-5,212538605	-14	0,282615595	-2,194770145	-0,108571915	-2,728974225	-3,241182265	-0,545005405	0,436186415	-0,684486495	2,232178425	1,829004755	-0,655288855	-14	-14	-14	-14	-0,204807475	-14	-14	-14	-14	-14	3,136769855	-4,250581565	-0,468219645	-3,708555145	-14	-14	-2,538415405	-14	-2,223977055	-14	-14	-4,698059385	-3,446410845	-0,563228265	-14	-14	-3,101134185	-14	-1,519560315	1,241708365	-6,163735265	-4,159450535	2,895777235
HFB10_128	-1,946620595	-14	4,349824845	-2,954578095	0,043692335	-2,584400855	-3,968871515	1,257413785	-2,132614535	-1,506245705	2,693629575	0,129696205	-0,977146495	-14	-5,074932905	-1,656647535	3,322842355	-1,819007105	-14	-14	-14	-4,921853595	-2,171196855	0,772976345	-0,021937685	-0,881127815	-6,068971355	-0,783070895	-14	-2,968473175	-6,401650775	-1,472631765	-1,446900555	-2,783945665	-7,201118995	-0,197455735	-0,956546875	-14	1,510822165	-1,243212725	-14	-5,723020225	0,251367705	-14	-14	2,385486305
HFB10_129	-14	1,442431815	-14	-3,704089805	-0,378475045	-14	-5,314225165	0,476188395	-14	-6,066108525	-14	-0,569676685	-0,921409155	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-0,389896745	-2,114427745	-14	-14	-14	-2,579654295	-6,236541925	-1,965897805	-14	-14	-5,030866545	-14	-0,727959775	-14	-3,933674255	-14	-1,775707065	-14	-2,914931375	-14	-14	3,072332625
HFB10_130	-3,229360625	-14	2,936983815	-3,013099135	-0,031655755	-5,732057325	-6,842182395	0,912663035	-2,520013605	-1,671476835	0,984503925	-0,178512895	-1,818119205	-5,077788615	-14	-2,650386635	-4,307414955	-4,618197895	-14	-14	-14	-2,526081995	-2,678320065	-0,180975325	-0,822080725	-1,817310865	-6,329877465	0,735611285	-14	-4,098970845	-6,644351225	-1,102728665	-0,215062085	-3,682840925	-6,392671355	-1,271598855	-1,173864825	-14	-0,175565255	0,204933535	-14	-14	0,245092585	-8,241743675	-14	2,308249245
