Cell	Cbfa2t3h	Cdh1	Cdh5	Egfl7	Eif2b1	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	HbbbH1	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Itga2b	Kdr	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mrpl19	Myb	Nfe2	Notch1	Pecam1	Polr2a	Procr	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3	Ubc
HFA1_117	-3,425719488	-14	-14	-4,639516728	-0,097615607	-14	-0,376518747	-0,731407217	-2,494710838	-3,515933268	1,341983953	1,066995163	1,194997263	-14	-14	-14	-3,259944888	-14	-14	-2,909369788	-14	-14	-14	0,402351983	-3,136963908	-0,508019857	-14	-3,127739508	-2,704493088	-1,907749998	-4,377338468	-2,648384058	-4,032732088	-14	-4,689885228	-3,214411428	-0,264819077	-14	-6,025799738	-14	-3,157787648	-3,082845738	-0,767040557	-5,084039888	-4,223633618	3,010818743
HFA1_118	-1,897744528	-14	2,815491243	0,647139483	-0,005527078	-1,121838788	-1,699724918	2,565614213	-1,950615418	-2,305441418	3,405792343	1,289467953	-1,386567728	-14	-14	-14	-14	-0,063319497	-14	-14	-14	-14	-14	1,732465643	-1,007669578	-1,200107728	-4,315286048	-1,274087778	-4,857367378	-0,682579858	-14	-2,173993998	-14	-14	-3,689929168	-1,300256048	-0,943786228	-14	-4,134895208	-4,705604108	-1,943561478	-1,031208298	-0,014000047	-6,068680848	-14	3,123307303
HFA1_119	-3,823700655	-14	4,077255565	0,049329965	0,349744425	-2,289757925	-1,637080215	2,656786075	-4,108257785	-1,578026625	3,620840715	0,240959925	0,825105135	-14	-4,197127415	-2,433467345	-3,267198895	-0,763292905	-14	-7,322968725	-14	-3,148279715	-2,345094655	1,238557065	-1,573929845	-1,837110375	-4,132301105	0,186656995	-5,142964195	-1,776840055	-14	-1,913594455	-2,244346565	-14	-7,186070465	-0,498110875	-0,596510975	-0,875859025	-1,052215095	-4,523654685	-14	-2,504436065	1,383506495	-14	-14	2,160361005
HFA1_120	-3,6689112	-14	-14	-2,84718841	-0,2529555	-3,53002671	-2,66632633	-2,25888125	-4,08129289	-3,27646716	2,07042042	0,38713651	1,64957153	-14	-14	-14	-3,9141307	-1,54100409	-14	-3,29230336	-14	-5,34023155	-3,38530866	-0,07937828	-1,57773443	-2,1006802	-14	-2,86482911	-14	-3,86963395	-14	-1,3300018	-14	-14	-6,24078947	-1,6555834	-0,67578159	-14	-1,54499757	-4,85540179	-14	-2,51827788	-1,13910545	-5,81304036	-3,72617734	2,25873889
HFA1_122	-2,454027615	-14	-0,889413875	-1,829874085	0,529097275	-3,289157905	-14	-0,310041845	-14	-1,620445115	1,090989335	-0,139009445	-0,274740295	-3,107412215	-4,728537735	-1,714540155	-1,362112835	-14	-14	-14	-14	-1,672000805	-2,874224665	-1,562992055	-0,420280405	-0,717191555	-4,274347965	-2,017326515	-14	-14	-14	-2,660067985	-0,322152385	-2,776663545	-14	-1,263595595	-0,130495735	-7,501254395	-0,958785345	-1,061925965	-14	-14	0,511393495	-14	-4,398694985	2,261466445
HFA1_123	-5,078423788	-14	-14	-0,825967698	-0,118807198	-3,973599198	-0,767930697	-1,387242708	-2,558862818	-2,587843568	0,551005443	0,814278383	0,047971643	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	1,036872793	-0,015643318	-1,150092178	-14	-1,971418318	-14	-1,061895958	-5,838252628	-1,323954968	-14	-14	-4,208997778	0,227200633	-0,923759077	-14	-14	-14	-2,695517138	-2,285550008	-1,844387028	-4,957216218	-7,024161748	2,366521243
HFA1_124	-14	-14	2,124287048	-1,182767443	0,078874508	-4,174754733	-2,815950303	1,375466538	-5,400786073	-2,457322773	1,575353698	-0,446319963	-0,853050663	-14	-14	-14	-14	-4,369782583	-14	-2,836422583	-14	-3,973621183	-4,085310663	0,054851808	-3,644915053	-2,234781023	-14	-14	-5,533826763	-14	-14	-1,057469083	-2,292043383	-14	-5,947850453	-2,399821813	-0,671566612	-2,016044423	-0,915254423	-14	-5,170955663	-3,477582023	-2,778561153	-9,141432393	-14	1,650161188
HFA1_125	-14	-14	-14	-14	-0,357984962	-14	-4,059186673	-0,317411453	-0,262780163	-2,441914903	-1,642106213	0,365652638	-0,695532973	-14	-14	-14	-3,081020803	-2,655244993	-14	-14	-14	-14	-14	2,263001708	-4,260995063	-2,481407943	-14	-14	-14	-0,063345492	-14	-1,656106423	-14	-4,693814143	-14	-14	-0,393998822	-14	-14	-14	-14	-3,725356173	0,510593198	-6,699361333	-14	2,408090208
HFA4_002	-14	-14	1,601944545	0,730446585	0,965897955	-0,548766735	-0,621785515	2,601141865	-4,178684625	-3,601018305	3,029935985	0,372513385	-0,817687085	-14	-14	-14	-3,107834665	0,259116635	-14	-14	-14	-14	-4,091721035	2,682547385	-0,853990655	-1,640174855	-2,418506155	-1,021633705	-1,863599455	0,016816495	-14	-2,095746305	-14	-14	-2,769764805	0,540801305	-0,746805585	-3,600387095	-14	-14	-2,535709295	-0,709298585	1,718743235	-5,758169665	-2,356957615	1,876653935
HFA4_003	-4,35088094	-14	2,18161173	-0,21428187	0,22988955	-3,46909007	-1,5722071	1,08081009	-4,19396781	-1,89463994	2,54189979	-0,1641027	-0,28902213	-14	-4,10205061	-1,55042216	-14	-3,12195257	-14	-3,25345523	-14	-4,72784298	-4,38953792	0,99438326	-2,81733153	-0,83371164	-14	0,96817208	-4,92877973	-0,41636227	-14	-3,21366289	-2,08785053	-5,17870256	-6,25667733	2,98E-05	0,19587171	-3,16070002	-0,50626041	-4,3571328	-14	-2,342416	-0,32414022	-7,92341829	-14	2,78790163
HFA4_004	-6,302296658	-3,568850288	-14	-5,190178238	-0,001978517	-14	-14	-0,563380818	-1,578940618	-3,409102478	-4,110156708	0,928587383	-5,377175788	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-0,384981917	-3,778808638	-1,480169798	-14	-14	-3,949071578	-2,554915988	-14	-2,276749218	-14	-14	-6,869602908	-14	-0,171208647	-14	-14	-14	-14	-14	-14	-14	-14	2,449936383
HFA4_005	-14	-14	-14	-2,484467718	-0,164061737	-14	-2,640556698	-0,548100167	-0,093389258	-1,397184018	2,426361113	0,203037643	-2,374035728	-14	-14	-14	-14	-0,268072588	-14	-3,889259298	-14	-14	-14	1,937377983	-2,781540678	-14	-4,733598538	-3,529350258	-14	-2,741153418	-14	-1,048604218	-14	-14	-4,075944728	-2,480394418	-0,404833838	-14	-7,683177508	-14	-14	-0,309220428	0,719385913	-7,524696018	-5,533496888	1,617499793
HFA4_006	-2,454386798	-14	0,832035973	-1,774014618	0,148892103	-3,472814858	-3,965485688	1,247023123	-0,276762688	-1,675293368	2,766898233	0,257664753	-3,428762898	-14	-14	-14	-14	-1,409368848	-14	-1,665324328	-14	-5,747328888	-14	1,489722053	-1,756875118	-1,212465608	-3,511855978	-2,091748698	-14	-1,837271748	-14	-1,355991098	-14	-14	-4,072453738	-2,224623418	-0,930741668	-2,339810478	-3,310422818	-3,583756658	-2,070751228	-0,888787588	1,019853203	-6,637619798	-4,249420928	2,137840663
HFA4_008	-14	-14	-14	-4,55794984	0,14919276	-14	-14	-3,67145329	1,0092722	-3,31751799	-14	0,77508345	-2,31713487	-14	-14	-14	-14	-1,0680428	-14	-14	-14	-14	-14	1,76414522	-14	-1,28347569	-14	-14	-14	-3,90340817	-14	-3,14965696	-14	-14	-14	-14	0,63248813	-14	-14	-14	-14	-3,95123781	0,17697818	-7,3662705	-14	2,36797607
HFA4_009	-2,14363391	-14	2,33277586	0,05128389	-0,00053649	-3,22593324	-1,90136062	1,31062558	-3,34202315	-1,71098592	3,01700656	-0,39243521	-1,67511514	-14	-14	-14	-14	-0,32940366	-14	-1,98999636	-14	-14	-14	1,48471687	-2,82847694	-1,91362636	-5,23433899	-0,00148546	-14	-3,42085801	-14	-1,09205054	-14	-14	-4,18850179	-0,92620732	-0,68115536	-14	-2,54868189	-14	-14	-0,84824336	1,14245766	-7,36118487	-2,17157022	1,77374239
HFA4_010	-4,35288183	-14	-3,90819784	-3,5214545	-0,40065371	-14	-3,35927539	0,55786376	-1,09689555	-2,8932348	1,80406103	0,38655395	-2,89650323	-14	-14	-14	-14	-2,03862154	-14	-14	-14	-14	-14	2,01725083	-4,24725778	-3,75583724	-14	-14	-4,39569811	-2,30831774	-14	-1,59594561	-14	-14	-5,74258956	-1,96973137	-0,2538984	-3,91234517	-14	-14	-4,6910411	-2,89747931	0,21979073	-6,09912709	-3,9193541	2,25049772
HFA4_013	-6,019864953	-14	3,008005938	-0,826573843	-0,409787393	-1,651480963	-1,534557533	1,250006268	-0,261478193	-1,286142143	3,256502868	0,449485098	-1,791063763	-14	-14	-14	-4,250914923	-0,955087983	-14	-2,721040213	-14	-14	-14	2,456567518	-1,845900683	-0,901929943	-2,793498203	-1,174730993	-14	-3,709072893	-14	-0,746967242	-14	-14	-4,912879123	-0,206856913	0,321020918	-14	-3,966379583	-14	-3,115787833	-2,543075113	1,546849098	-14	-14	0,835733718
HFA4_014	-3,83196431	-14	-0,38393743	-1,85882493	0,17348204	-3,22197082	-2,11297529	0,11092141	-4,72722214	-2,04112331	1,72207591	0,2201073	-0,23855478	-4,59081762	-14	0,30383309	-2,04273618	-3,29028959	-14	-3,94198049	-14	-1,6178386	-4,67314264	-0,92655854	-1,94904532	-1,87148403	-14	-1,72501118	-14	-14	-14	-1,67190449	-1,08961388	-14	-5,03221961	-4,82533955	-0,77844168	-2,43611014	-1,11347878	-3,33951111	-14	-3,36810999	1,05665387	-14	-4,73636409	2,27686413
HFA4_015	-4,812156588	-14	-2,704744048	-3,295425068	0,574160613	-14	-4,483722238	0,474105382	-5,203699098	-2,431876308	0,188681023	0,614636783	-1,303823768	-2,361189558	-14	-1,787856538	-14	-2,526216868	-14	-14	-14	-2,790253628	-3,886586068	-1,886563688	-2,190972578	-1,361805828	-14	-1,517112958	-14	-14	-14	-1,550619018	-1,546713848	-14	-8,379267058	-3,294459798	-0,601362148	-1,662338188	-0,694814018	-2,017366298	-14	-3,817252278	-1,050839558	-14	-14	1,577820553
HFA4_016	-4,07266741	-14	-7,23185822	-0,65956306	-0,77277422	-1,19632613	-14	-0,28197066	0,95736208	-0,89735031	1,84121434	0,82132009	-2,76182599	-14	-14	-3,17537236	-14	0,57924077	-14	-14	-14	-14	-4,46076045	2,68863584	-4,86931628	0,64336171	-3,11136279	-14	-14	-2,08069637	-5,91031107	-1,71938846	-14	-14	-3,49293054	-3,4786272	0,18658288	-14	-14	-14	-14	-1,80127109	2,09862962	-7,47513445	-14	2,3055798
HFA4_017	-4,13373048	-14	1,96578319	-0,5969259	-0,65099632	-1,37702304	-2,62833529	1,2783028	-5,03427399	-2,04013818	1,92588146	0,62143754	-1,07096661	-2,0958525	-6,00180813	-0,94914449	-14	-1,3219847	-14	-4,37806701	-14	-2,18170003	-4,07878621	0,91737946	-1,40826843	-0,41567527	-14	1,27352597	-5,52045241	-2,74771935	-14	-1,38812777	-1,38760232	-6,57901989	-6,44554039	-1,6994117	-0,37022196	-14	-0,96120153	-3,26703183	-14	-9,3442582	-0,17027466	-14	-14	2,40934605
HFA4_018	-2,29474113	-14	3,32509911	-2,15247498	0,3358957	-3,11250183	-2,43379816	0,77626544	-2,10689576	-1,73194686	1,98566611	-0,77793691	-0,90693587	-1,85560882	-14	-1,29989269	0,46883902	-1,99245925	-14	-2,79772586	-14	-2,58938785	-4,25462799	0,77004518	-0,88293066	-1,78625675	-4,67313082	-0,89803324	-14	-3,21741802	-14	-1,31619267	-1,11438448	-3,74649932	-6,20369097	-1,00547554	-0,64689984	-2,15634579	-2,44262821	-3,92089683	-4,69908601	-1,83235893	0,43233793	-8,54111554	-14	1,62719681
HFA4_019	-3,07763186	-14	2,55719126	-2,30487359	0,35733319	-1,76313941	-3,72312276	0,4995027	-4,03156114	-2,38493464	1,00159499	-1,20568479	-1,71916721	-5,00905394	-3,71156632	-0,39145116	-0,04248251	-2,65462989	-14	-3,18889209	-14	-1,8919195	-1,65648348	-1,38198147	-0,38538237	-0,97634349	-5,10371754	0,17022545	-5,01444278	-1,03458778	-5,1611155	-1,24567237	-0,70353231	-4,20544392	-6,90785495	-1,75963823	-1,22337629	-4,55580319	-0,21158997	-1,62691834	-14	-14	-0,54183305	-14	-5,1193495	2,11171547
HFA4_020	-2,779379215	-14	1,977407065	-0,887550065	-0,571745725	-14	-1,146780295	1,310377955	-4,865371915	-2,939632475	1,579064055	-0,816801045	-0,419848845	-4,875562325	-2,446867755	-0,984903195	-3,584164385	-2,491645095	-14	-1,224354235	-14	-3,192479275	-14	0,222221185	-2,756758625	-0,674801415	-14	1,096340255	-14	-2,354185525	-14	-1,729879465	-2,188682135	-4,489102165	-7,920978105	-1,267370355	-0,495009575	-4,024324225	-0,636204795	-4,733424335	-14	-2,495652715	0,148091215	-8,528572535	-5,478533095	2,796634765
HFA4_021	-14	-14	-14	-5,040219208	-0,280533368	-4,823168658	-5,337911298	-1,322141558	-1,053462128	-4,900336788	-1,603033488	-0,443795058	-1,010047488	-14	-14	-14	-14	-14	-14	-2,222033658	-14	-14	-14	-1,206564728	-0,888398678	-2,868874528	-14	-14	-14	-3,593586048	-14	-2,001201708	-14	-14	-8,963548598	-5,182078088	-0,520877558	-14	-14	-14	-14	-14	-14	-3,942555198	-1,867008428	2,802612633
HFA4_022	-1,461968823	-14	2,326830278	-2,204957523	0,625848407	-2,425471433	-4,950741213	-2,216666143	-4,871234583	-1,931608833	1,001596768	-0,275711853	-0,533771453	-4,535572383	-3,173349263	-1,247380813	-14	-1,412256893	-14	-2,536816333	-14	-2,367986473	-3,036405103	-1,235890233	-1,098213053	-0,929823082	-5,800914963	0,856905987	-14	-0,019121462	-14	-1,294909613	-1,514365383	-2,804842933	-7,447670813	-2,155047043	-1,242925993	-14	-0,960684263	-0,916915013	-14	-14	-0,793899793	-14	-14	1,911987198
HFA4_023	-1,43690211	-14	2,46420597	-2,85140897	0,53139366	-14	-3,00769199	-1,07117249	-3,75614664	-2,63143357	0,51272405	-0,51491001	-0,6045625	-2,28654596	-3,92308021	0,20778096	-3,1331888	-1,73415436	-14	-14	-14	-1,79580042	-2,22564212	-0,52423181	-1,89850976	-1,95221962	-3,62434706	0,57031796	-14	-1,69745441	-14	-2,37565549	-0,84341473	-4,53829941	-6,83336923	-0,97794431	-0,78277505	-3,45305985	-1,75095241	-0,49886053	-14	-3,71287059	-1,13004413	-14	-14	2,62703688
HFA4_024	-0,683175587	-5,608156258	-4,039580158	-1,686067888	-0,332611657	-14	-2,743956388	-0,191318118	0,529351483	-1,982422128	2,504136613	0,384779852	-0,746146818	-14	-14	-14	-14	-1,465074028	-14	-2,692074058	-14	-14	-14	1,294809183	-1,211266208	-2,033981928	-5,319358948	-1,985114258	-14	-1,912090528	-14	-0,933778248	-14	-14	-3,103657708	-1,531928658	-1,195216358	-14	-4,624688218	-4,693815878	-3,017017458	-1,154802638	0,696964042	-6,482755588	-2,895299028	2,461606263
HFA4_025	-5,390666538	-14	2,295522373	-0,951376227	0,664254273	-4,310320868	-1,306182888	2,170187753	-1,937728898	-2,010109098	3,480564073	0,710036883	-1,642635048	-14	-14	-14	-3,669273078	-2,577263058	-14	-3,174288928	-14	-3,689043988	-4,107379038	1,851918083	-1,303911318	-0,469571367	-1,950838738	-2,963906568	-14	-0,989693508	-14	-2,159081618	-4,357736768	-14	-2,420802238	-1,603638768	-0,536054717	-2,447945678	-4,543314738	-4,552486898	-4,076651538	-0,755204747	0,587788873	-7,804661208	-4,903673858	2,030882063
HFA4_026	-4,118506908	-14	1,871753593	-0,815222488	-0,565764388	-2,064441688	-2,315364628	1,933093593	-1,505701328	-1,697987898	2,871343983	-0,192535258	-1,388064138	-5,129630188	-4,575477908	-2,474149048	-5,554239058	-0,477143677	-14	-2,959500478	-14	-4,245406458	-14	1,245748503	-1,817669868	-0,223771348	-5,111499878	-1,101670508	-14	-3,257378268	-14	-1,862711488	-3,247338158	-6,214109278	-4,828216258	-1,160088448	-0,033028378	-3,556903388	-2,464453728	-4,614274878	-14	-3,146915028	-0,763564998	-7,485291998	-4,545259248	2,461504253
HFA4_027	-3,681493865	-14	-14	-1,459805335	0,035091265	-14	-2,906619315	-0,920108325	-0,671589885	-2,414598255	0,975262195	-0,133591955	-2,073007415	-14	-14	-14	-14	-2,085357005	-14	-6,095311735	-14	-14	-14	1,169004485	-6,662725035	-0,184516075	-3,788303155	-3,718648935	-14	-3,389597625	-14	-0,938265175	-5,344262595	-14	-6,010943395	-3,009234015	-1,587047915	-14	-5,745074965	-5,372227765	-14	-3,102989645	-0,012082895	-8,499618155	-4,954790395	2,490221825
HFA4_028	-14	-14	-14	-2,489076503	-0,255857652	-4,812065253	-6,197935243	-0,647047972	1,041949518	-2,478580423	-3,428332673	1,400992378	-2,612074613	-14	-14	-14	-3,981193663	-2,107997813	-14	-14	-14	-14	-14	2,708720958	-4,116723603	-2,162844343	-14	-14	-14	-2,659914573	-14	-2,497050663	-14	-14	-7,747304353	-14	0,180632098	-14	-14	-14	-14	-14	2,037399568	-8,252898693	-14	2,572276218
HFA4_030	-14	-14	-14	-4,0966282	-0,10993125	-3,11319053	-14	-0,13616692	0,08331729	-1,59404811	1,70704942	1,21107512	-3,22151909	-14	-14	-14	-4,11813312	-0,33865666	-14	-14	-14	-14	-14	1,94775847	-5,49649887	-1,62004171	-5,72412397	-14	-14	-3,02319855	-14	-1,69508714	-14	-14	-5,78264759	-14	-0,75184766	-14	-14	-14	-14	-1,95143593	1,26323299	-14	-14	2,55686605
HFA4_031	-4,195193698	-14	4,404162993	-0,199446817	-0,192766208	-1,743100078	-1,491031208	1,912192083	-2,381018078	-2,491741018	3,122340093	-0,886574667	-1,667350958	-14	-5,244067438	-14	-14	-1,019181008	-14	-1,957597558	-14	-4,465235998	-1,256662378	2,089391783	-0,550107277	-1,724619188	-3,391950348	-0,239299337	-2,979728388	-0,433190858	-14	-1,087940548	-4,355533228	-14	-4,053294128	0,657876693	-0,662466007	-4,576469098	-2,272239428	-2,444748448	-4,789734858	-1,731833598	-0,009986887	-8,460400888	-14	1,943172763
HFA4_032	-14	2,277685723	-14	-14	-0,998014297	-14	-14	-1,545332768	-14	-4,184819188	-14	-0,240600078	0,041345643	-14	-14	-14	-14	-2,004290668	-14	-14	-14	-3,970550028	-14	-14	-0,656748347	-1,377494488	-14	-14	-14	-14	-14	-2,570779518	-14	-14	-14	-14	-0,738150908	-4,834868328	-3,540717148	-14	-2,419858158	-14	-14	-14	-3,577843668	4,306944723
HFA4_033	-3,098024473	-14	3,173852808	-0,844177312	0,158094078	-2,234093803	-1,082423313	1,417423798	-2,633383333	-1,801781083	2,484653938	0,443203058	-0,506513863	-1,907423663	-5,453642903	-0,675566692	-3,406672413	-0,363711482	-14	-4,101291153	-14	-3,137876533	-4,686487923	-0,451926042	-1,146461183	-1,049583683	-3,619427893	1,340034408	-14	-3,308609883	-7,448282843	-1,233638563	-2,987052143	-3,908092073	-7,038408233	-0,033837352	-0,457999693	-2,905363303	-0,924841932	-2,338667673	-14	-2,068589453	-0,207502343	-14	-4,887519103	1,533544178
HFA4_035	-1,487174085	-14	0,543299795	-1,960038405	0,242574995	-3,250742575	-2,835078175	0,228758535	-4,429746415	-2,460976695	2,160358845	0,104141245	-0,644577385	-3,850110025	-6,077170175	-1,958950185	-3,439892215	-1,258060955	-14	-1,890440725	-14	-3,338923445	-2,826512095	-0,952620335	-3,043512815	-2,502663075	-5,212837535	-0,589928445	-14	-14	-14	-1,353065305	-1,733981665	-5,628948815	-9,274294605	-0,828699185	-0,725637395	-2,874160385	-1,716522725	-3,639654425	-14	-1,633560145	-0,475814845	-8,322121015	-6,016420585	1,836127705
HFA4_036	-0,454517088	-14	-4,491392698	-0,538258678	-0,073631587	-2,581273328	-1,256032658	0,616820802	-0,174800088	-2,266412838	3,054541373	0,614075343	-0,238735778	-14	-14	-14	-14	-1,372691238	-14	-2,257423118	-14	-4,987101968	-14	1,603707093	-4,128663228	-0,877334798	-5,035744898	-0,689677688	-14	-3,055205308	-14	-0,976734018	-14	-14	-3,430468908	-0,274017638	-0,973368338	-14	-7,777174088	-14	-14	-0,385573868	0,638029023	-6,678810438	-14	2,023733943
HFA4_037	-14	-14	-2,96738212	-1,73370468	-0,82505074	-14	-4,05794876	0,90759066	-0,18137888	-1,43991896	2,2307244	0,11134116	-2,50697314	-5,46968848	-14	-14	-14	-1,27708398	-14	-14	-14	-14	-14	1,04946662	-3,22469229	-1,12742282	-2,82993308	-2,65104705	-5,17359744	-0,8393655	-14	-1,32969845	-14	-14	-4,47701125	-14	-0,07147992	-4,60903173	-6,53777262	-14	-4,85567334	-1,97199955	0,17969256	-8,51068287	-2,35085096	2,22622911
HFA4_038	-1,768340768	-14	-14	-0,604241858	0,140205903	-5,490771278	-1,815261658	0,576381012	-1,610415848	-2,933963238	2,398389343	-0,468848198	-1,238358028	-4,934177788	-14	-1,383171878	-4,044008628	-0,855475968	-14	-14	-14	-4,051419788	-14	0,706598982	-4,842139748	-1,916299838	-4,475284548	-2,438811058	-14	-14	-14	-1,877714618	-4,402085188	-5,177393788	-5,788168238	-5,734828258	-0,138634268	-14	-2,108608198	-14	-14	-2,523194918	0,997206282	-7,228415538	-14	1,876142983
HFA4_039	-4,394467138	-14	-1,231133498	-3,652171058	0,101271203	-3,366722778	-3,248448558	1,738766303	-14	-2,349784568	1,748296883	0,123060203	-1,032874678	-14	-4,205181658	-14	-4,797123278	-1,663018888	-14	-3,095375568	-14	-2,286076268	-4,845078528	-0,327422457	-4,155958648	-1,358011938	-3,538690788	0,306523633	-14	-14	-6,870356978	-1,581598308	-2,095880998	-3,120319898	-5,045548948	-2,579413968	-0,423935937	-14	-0,843756078	-2,660096728	-14	-4,178172348	0,699547133	-8,527316348	-4,048269898	1,904263043
HFA4_040	-14	-14	-0,511174497	-0,524140767	0,044917873	-3,579551788	-2,089873098	1,230154093	-3,518608248	-3,682251028	1,340453563	-0,685345287	-1,167849138	-4,841659238	-14	-4,444039848	-14	-2,178617958	-14	-3,196554618	-14	-4,531405738	-14	0,341037423	-6,198807338	-2,182900388	-7,234007638	-0,592980288	-4,149922148	-0,840024308	-14	-1,395871778	-3,482241638	-5,351564588	-7,144565788	-1,842791368	-0,804952617	-14	-3,622821168	-14	-14	-2,422796828	0,392732723	-7,381631128	-14	2,155906523
HFA4_041	-4,254019625	-14	-14	-0,487050555	0,086103315	-2,819688905	-3,129621105	1,332739255	-0,247192525	-1,330010445	2,294665545	0,104557105	-0,752351535	-14	-14	-4,014172745	-3,300317645	-0,227255595	-14	-14	-14	-14	-14	2,364368765	-4,313396445	-0,159268365	-3,473611005	-3,023834595	-14	-2,708098765	-14	-1,916547945	-14	-14	-5,221584205	-14	-0,343646475	-14	-14	-14	-14	-1,435746995	0,749041135	-6,160737535	-14	2,174091105
HFA4_042	-4,49065819	-14	2,28929484	0,13587212	-0,07621116	-1,94626162	-1,53525711	2,02687803	-1,9940355	-2,48864801	3,44951734	0,3675082	-1,35820894	-14	-14	-14	-3,87098837	-1,86002121	-14	-2,15051775	-14	-2,84785732	-4,72712581	2,34740795	-2,33396568	-1,51039721	-4,87719625	-1,79424128	-14	-1,68162545	-14	-1,80366284	-14	-5,74644414	-3,08061253	-2,15446296	-0,34767401	-14	-5,02500187	-4,5957297	-3,50222744	-1,56887147	0,16114346	-6,67149558	-14	2,22754801
HFA4_043	-14	-14	1,54399508	-1,11163048	-0,09522587	-1,7993363	-1,31372638	1,6945178	-4,14559993	-2,02503771	3,110785	-0,61838317	-2,86261917	-14	-14	-14	-2,47594515	-3,08233277	-14	-4,02139161	-14	-3,95496566	-14	1,15916174	-1,63727189	-1,29749601	-7,06679046	-2,09188876	-14	-2,28711029	-14	-1,34829344	-14	-14	-3,57396228	-0,78120179	-0,66542606	-14	-3,20232996	-5,1811321	-14	-1,99703813	-1,09481853	-8,10973208	-14	2,10894537
HFA4_045	-14	1,665944153	-14	-7,494469788	0,102456273	-14	-5,973717518	-0,887280128	-14	-3,151090418	-1,942816848	-5,262122398	-0,529717868	-14	-14	-14	-14	-14	-14	-3,638280668	-14	-14	-4,084704118	-14	-5,324120248	-0,721872548	-14	-14	-14	-3,882751838	-5,544247518	-3,601260728	-14	-14	-14	-14	-0,214505738	-14	-14	-4,149094928	0,314582762	-14	-14	-14	-14	3,713310193
HFA4_046	-14	-14	-14	-2,870930575	0,439367255	-14	-6,357735555	-0,577293945	1,357794585	-3,170079045	2,105436065	-0,233948965	-1,086091895	-14	-14	-14	-14	-0,797824725	-14	-14	-14	-14	-14	1,156962055	-1,477582145	-2,054119705	-14	-14	-14	-14	-14	-0,994234115	-14	-14	-5,442791265	-2,088276325	-1,526926015	-14	-14	-14	-14	-2,217883625	0,370834595	-6,599433785	-14	2,081792875
HFA4_047	-1,017293263	-14	0,905857038	0,349472428	-0,234765583	-3,987388583	-1,901249403	1,766158278	-0,548088952	-2,240706483	3,240699358	-1,050916483	-1,641465253	-14	-14	-14	-4,191784273	0,105570018	-14	-1,803675433	-14	-14	-5,251765483	1,916436308	-2,102807233	-1,043757853	-7,261128423	-3,048755753	-5,827442333	-0,967035903	-14	-1,174678883	-5,855996683	-14	-4,132916493	0,026112797	-1,096974153	-14	-8,806873583	-4,277696453	-4,467301493	-0,812377022	0,226513728	-4,744201123	-2,686021353	2,506418618
HFA4_048	-0,320972673	-14	1,440922898	0,709445047	0,026013938	-4,552097823	-2,314417903	1,929698998	-0,208659882	-2,620176353	3,609374968	-0,087538963	-0,494159793	-4,666383163	-14	-14	-14	0,650157388	-14	-3,206993533	-14	-3,365741913	-3,297512293	1,871988738	-1,676779113	-3,054896843	-2,979787743	-3,533392943	-14	-1,382096733	-5,126009503	-2,071308983	-3,203794753	-14	-3,538308883	-1,001348743	-0,892326733	-3,240031433	-4,945271183	-14	-14	0,688085237	0,735748407	-6,179715273	-3,016252343	2,937621778
HFA4_049	-2,069218318	-14	-1,285101358	0,450722412	0,073524242	-14	-2,075827658	2,313142363	0,872339243	-1,523629508	3,664671533	-0,060276837	-3,419744868	-14	-14	-14	-14	0,036783253	-14	-14	-14	-14	-3,655183698	3,044942803	-2,648965908	-1,252569058	-3,683193958	-14	-14	-0,133684978	-14	-2,631821118	-14	-14	-2,310259528	-1,360756868	-0,165148957	-14	-14	-2,369024668	-2,728392198	-0,810609407	1,608254493	-4,762263818	-2,096087458	2,723445833
HFA4_050	-5,95608242	-14	-14	-1,38588746	-0,20156177	-3,4782595	-6,18055168	-1,21177586	1,02741976	-1,54863366	0,16534742	0,92922365	-1,93636405	-14	-14	-14	-14	-1,03534468	-14	-14	-14	-14	-14	1,39016906	-5,96392438	-1,4755626	-3,00298042	-14	-14	-0,9091198	-14	-1,9685435	-14	-14	-5,4868972	-2,40966435	-0,48594528	-14	-14	-5,27681351	-14	-14	0,20687517	-7,39570006	-3,66555865	2,65605055
HFA4_051	-14	-14	-14	-1,057131833	-0,701548792	-14	-2,605250093	-0,081885293	0,014778728	-1,171108943	1,466662848	1,563438838	-1,727568883	-14	-14	-14	-3,103986673	-1,057335503	-14	-14	-14	-14	-14	2,282480038	-14	-1,692256423	-2,819496513	-0,821758693	-14	-1,815253253	-14	-1,324772583	-3,069415933	-14	-4,702795273	-14	-0,029975102	-14	-14	-2,858061093	-5,078276313	-3,065308513	0,877959358	-5,633068263	-14	2,056296478
